State,Year_Built,Square_Footage,CLUE_Loss_Count,Credit_Score,Construction_Type,Protection_Class,AOI,Deductible,Territory,Roof_Age_Applicant,Fire_Alarm,Burglar_Alarm,Roof_Vulnerability_Satellite,Wildfire_Exposure_Daily,Water_Loss_Recency_Months,RCV_Appraised,Fire_Hydrant_Distance,Tree_Canopy_Density,Crime_Severity_Index,Pluvial_Flood_Depth,Building_Code_Compliance,Slope_Steepness,Attic_Ventilation,Hail_Frequency,Soil_Liquefaction_Risk,Dwelling_Age,RCV_Overstatement,Credit_Score_Suppressed,Risk_Tier,Expected_Pure_Premium,Claim_Count,Claim_Amount
FL,1990,1984.0,0,839.0,Frame,3,374735.0,2000,Suburban,21,True,False,24.44,21.93,120,312510.0,0.477,36.26,99.53,7.25,82,13.03,Poor,1,Low,36,62225.0,False,Moderate,1342.97,0,0.0
Other,1952,2294.0,1,572.0,Frame,8,410329.0,500,Suburban,24,False,True,32.12,0.02,35,400584.0,0.834,5.12,61.35,7.48,31,1.14,Poor,0,Low,74,9745.0,False,Very High,6087.69,2,9799.35
FL,1953,958.0,2,661.0,Frame,8,231503.0,2000,Urban,26,False,True,38.0,1.06,5,205092.0,1.473,14.53,86.16,13.32,44,1.9,Adequate,1,Low,73,26411.0,False,Very High,6122.47,4,52660.23
LA,2008,2594.0,0,553.0,Frame,1,435725.0,1000,Urban,25,False,True,13.23,24.34,120,410103.0,0.079,45.88,54.04,11.05,98,3.49,Excellent,0,Low,18,25622.0,False,Moderate,1451.39,0,0.0
NY,1994,1024.0,2,534.0,Fire Resistive,1,217933.0,1000,Urban,5,True,False,7.84,0.97,25,254484.0,0.063,16.13,58.78,0.61,62,0.73,Poor,1,Low,32,0.0,False,Low,876.55,0,0.0
OK,1999,3483.0,0,814.0,Frame,5,752480.0,1000,Rural,8,True,False,34.88,22.21,120,686984.0,0.59,52.24,60.34,0.71,50,22.43,Poor,3,Low,27,65496.0,False,High,3253.57,0,0.0
OK,1961,1933.0,0,817.0,Frame,5,490490.0,5000,Urban,8,False,False,19.8,8.22,120,276067.0,2.221,33.35,52.68,3.05,31,7.08,Excellent,4,High,65,214423.0,False,High,2635.15,0,0.0
NY,2021,1902.0,1,660.0,Fire Resistive,2,486217.0,1000,Urban,9,True,False,20.3,3.37,2,272545.0,0.374,37.95,59.1,3.81,99,1.19,Poor,1,Moderate,5,213672.0,False,Moderate,1531.02,2,3060.7
Other,1965,2443.0,0,611.0,Frame,6,622618.0,500,Suburban,29,True,True,28.98,3.38,120,400694.0,0.4,17.76,37.55,0.4,82,8.15,Adequate,0,Low,61,221924.0,False,Moderate,2415.51,1,4836.75
FL,1983,1453.0,0,842.0,Frame,4,286620.0,2000,Urban,24,False,False,9.53,13.11,120,317497.0,0.385,16.08,47.57,7.24,92,4.01,Poor,1,Moderate,43,0.0,False,Low,717.82,1,285.42
TX,2023,3394.0,0,726.0,Frame,3,666389.0,1000,Suburban,7,True,False,2.36,0.5,120,632177.0,0.231,17.32,41.27,0.39,99,14.0,Excellent,2,Moderate,3,34212.0,False,Low,905.6,0,0.0
LA,1975,1527.0,1,815.0,Frame,7,347694.0,1000,Urban,14,False,True,22.46,2.01,2,275024.0,1.311,33.86,48.3,2.36,52,1.26,Poor,1,Moderate,51,72670.0,False,Moderate,2355.81,0,0.0
WA,1969,2714.0,0,802.0,Frame,10,668243.0,500,Suburban,15,False,True,0.0,12.74,120,559735.0,0.796,14.89,75.2,10.54,43,6.24,Adequate,0,High,57,108508.0,False,Moderate,2416.96,0,0.0
CA,1979,2399.0,0,700.0,Frame,8,649907.0,2000,Suburban,18,False,False,8.09,11.82,120,464267.0,1.52,19.5,46.89,5.29,68,0.6,Adequate,0,Low,47,185640.0,True,Moderate,1571.72,0,0.0
NY,1972,2368.0,0,737.0,Masonry,7,646279.0,2000,Urban,24,False,False,9.16,13.1,120,517816.0,1.25,36.46,42.29,1.87,80,7.19,Adequate,1,Moderate,54,128463.0,False,Moderate,1940.98,1,1082.77
GA,1981,1620.0,0,517.0,Frame,5,335360.0,1000,Urban,6,True,False,14.29,15.84,120,380305.0,0.117,57.16,69.83,3.21,46,15.2,Excellent,2,Low,45,0.0,False,Moderate,1373.09,1,1416.29
MA,1964,2941.0,1,700.0,Masonry,5,559217.0,5000,Suburban,28,False,True,25.32,21.03,32,498348.0,0.549,29.63,25.9,1.13,52,29.85,Adequate,1,Moderate,62,60869.0,True,High,3786.67,1,3905.94
Other,2010,2062.0,0,686.0,Frame,1,462387.0,1000,Suburban,6,False,True,28.3,31.41,120,432054.0,0.595,17.62,35.93,7.77,87,3.21,Poor,0,Low,16,30333.0,False,Moderate,1438.2,0,0.0
CO,1971,2425.0,0,828.0,Fire Resistive,7,450479.0,1000,Suburban,28,False,True,18.11,2.87,120,507381.0,0.21,19.02,50.39,4.59,82,0.13,Poor,2,Moderate,55,0.0,False,Moderate,1969.43,0,0.0
OK,1997,1798.0,0,616.0,Fire Resistive,9,325451.0,2000,Urban,13,True,False,19.27,0.63,120,299504.0,3.758,5.14,5.96,1.36,74,7.09,Excellent,3,Low,29,25947.0,False,Low,796.81,1,217.62
FL,1987,1701.0,0,840.0,Frame,10,379852.0,2000,Rural,20,False,True,0.0,3.61,120,294916.0,4.195,17.36,77.22,11.13,83,13.06,Adequate,0,Low,39,84936.0,False,Low,955.85,0,0.0
Other,1953,1211.0,0,722.0,Frame,9,195202.0,1000,Suburban,24,False,False,9.46,6.08,120,218278.0,1.39,11.29,58.3,5.69,33,9.99,Poor,2,Low,73,0.0,False,Low,1015.54,0,0.0
FL,2004,2248.0,0,666.0,Frame,5,377403.0,1000,Suburban,1,False,False,11.59,0.52,120,375803.0,2.639,22.18,36.23,4.34,31,2.95,Poor,2,Low,22,1600.0,False,Moderate,1203.19,0,0.0
MA,2002,2342.0,1,700.0,Frame,3,347095.0,2000,Suburban,18,False,False,15.2,24.73,3,327100.0,1.082,46.12,42.89,8.28,79,17.88,Poor,0,Moderate,24,19995.0,True,Moderate,1748.96,2,2866.42
FL,1968,1984.0,0,850.0,Fire Resistive,3,629596.0,2000,Suburban,24,True,False,23.4,21.11,120,449504.0,0.369,23.21,27.26,0.91,82,21.6,Adequate,1,Low,58,180092.0,False,Moderate,2152.83,1,3248.08
CO,1984,1964.0,1,808.0,Frame,3,503498.0,5000,Suburban,28,False,False,6.73,29.72,25,315658.0,0.306,9.4,60.06,2.18,97,12.97,Excellent,2,Low,42,187840.0,False,Moderate,1947.85,1,1481.18
LA,2000,3372.0,0,602.0,Frame,6,1046473.0,1000,Suburban,3,False,True,15.92,1.42,120,652964.0,0.665,24.59,55.51,7.79,42,4.02,Poor,0,Low,26,393509.0,False,High,2635.18,1,1559.18
NY,1974,2759.0,1,802.0,Fire Resistive,1,668867.0,5000,Urban,23,True,False,11.28,24.3,18,586839.0,0.756,28.32,47.03,1.31,74,16.68,Excellent,2,High,52,82028.0,False,Moderate,2021.61,2,1728.15
GA,1954,1045.0,1,696.0,Frame,7,188231.0,1000,Rural,29,False,False,14.03,31.57,33,219912.0,0.683,14.16,73.97,3.89,55,14.07,Adequate,1,Low,72,0.0,False,Moderate,1765.36,1,1649.93
NY,2021,1857.0,0,675.0,Frame,2,483931.0,2000,Urban,4,True,False,0.18,0.01,120,254270.0,0.752,18.48,57.36,8.24,95,0.03,Adequate,2,Low,5,229661.0,False,Low,690.7,0,0.0
OK,2013,2665.0,0,850.0,Masonry,6,581850.0,1000,Urban,10,False,True,20.59,0.0,120,402977.0,0.29,17.35,78.88,2.05,83,1.37,Poor,3,Low,13,178873.0,False,Moderate,1368.38,0,0.0
FL,2000,2334.0,0,643.0,Frame,10,692476.0,1000,Urban,8,False,True,11.71,3.63,120,466993.0,0.342,10.61,58.88,14.35,76,9.07,Excellent,1,Low,26,225483.0,False,Moderate,2136.13,0,0.0
FL,1990,2620.0,0,656.0,Frame,2,454869.0,500,Suburban,16,False,False,25.24,9.84,120,413390.0,0.579,64.16,61.09,0.32,56,2.66,Poor,0,Moderate,36,41479.0,False,Moderate,1523.17,0,0.0
NY,1985,2287.0,0,756.0,Frame,2,400423.0,2000,Suburban,21,True,False,12.9,13.57,120,332824.0,0.84,21.03,59.58,4.32,64,43.76,Adequate,0,Low,41,67599.0,False,Moderate,1264.38,0,0.0
CA,1991,1870.0,0,700.0,Frame,9,317072.0,1000,Urban,10,True,True,9.05,8.97,120,274787.0,1.798,25.83,20.21,3.1,50,13.56,Excellent,0,Low,35,42285.0,True,Moderate,1221.9,0,0.0
CA,1989,2017.0,0,700.0,Frame,3,555411.0,1000,Rural,11,False,False,28.0,27.12,120,376192.0,0.254,32.92,46.43,1.66,69,13.43,Adequate,1,Low,37,179219.0,True,Moderate,1541.88,0,0.0
LA,2003,1271.0,0,764.0,Frame,4,327873.0,500,Rural,5,False,True,8.79,33.18,120,238128.0,0.278,18.74,36.54,0.02,74,45.0,Adequate,2,Low,23,89745.0,False,Low,912.22,0,0.0
OK,1954,2573.0,1,672.0,Masonry,7,625853.0,2000,Rural,23,True,False,11.76,9.81,3,557794.0,0.558,56.98,47.36,7.52,35,6.24,Adequate,3,Moderate,72,68059.0,False,Very High,6672.03,2,9771.1
LA,2023,3444.0,0,713.0,Frame,7,578309.0,1000,Suburban,5,True,False,12.69,2.49,120,500038.0,1.134,19.15,69.06,11.73,94,2.39,Excellent,0,Low,3,78271.0,False,Moderate,1312.41,0,0.0
CA,1989,800.0,0,700.0,Fire Resistive,6,172003.0,1000,Urban,6,False,False,0.78,85.69,120,117926.0,0.237,61.22,54.05,4.91,58,18.06,Excellent,0,Low,37,54077.0,True,Low,684.2,2,3670.49
FL,1966,1763.0,0,652.0,Frame,1,392575.0,1000,Suburban,30,False,False,21.14,0.04,120,264884.0,0.639,20.72,0.0,6.51,89,0.85,Adequate,0,Low,60,127691.0,False,Moderate,1270.21,1,758.25
TX,1979,2789.0,1,578.0,Frame,3,850744.0,500,Rural,2,False,False,1.89,4.22,34,473948.0,0.448,3.07,68.88,4.56,31,31.5,Poor,1,Low,47,376796.0,False,Moderate,2421.03,1,3208.44
MA,1969,2012.0,0,700.0,Frame,3,455298.0,2000,Suburban,25,False,False,5.94,0.03,120,356282.0,0.239,2.46,26.8,4.43,68,3.32,Adequate,0,Low,57,99016.0,True,Moderate,1347.15,0,0.0
GA,1977,2811.0,0,667.0,Frame,3,832140.0,1000,Suburban,4,False,False,12.27,0.68,120,559281.0,0.843,16.37,41.04,6.16,34,7.69,Excellent,0,Low,49,272859.0,False,Moderate,1810.89,0,0.0
TX,1990,2650.0,0,848.0,Masonry,7,536833.0,2000,Suburban,23,True,True,4.15,4.31,120,431772.0,1.131,28.03,68.71,5.55,81,9.71,Adequate,1,Low,36,105061.0,False,Moderate,1440.25,1,830.61
LA,1988,1890.0,1,618.0,Frame,10,310695.0,1000,Rural,23,False,False,24.31,13.27,34,372454.0,0.72,53.23,89.17,8.01,89,0.43,Adequate,1,Low,38,0.0,False,Moderate,1592.64,0,0.0
CA,2018,3020.0,1,700.0,Frame,10,673241.0,500,Suburban,11,False,True,3.14,25.36,29,494171.0,1.072,25.1,40.11,1.01,95,10.44,Adequate,0,Low,8,179070.0,True,Moderate,1813.23,0,0.0
TX,1974,1705.0,0,660.0,Frame,3,330286.0,1000,Rural,12,False,True,35.39,23.02,120,314347.0,0.36,56.61,52.16,12.52,43,9.38,Excellent,3,Low,52,15939.0,False,High,3033.24,2,7963.44
CA,1951,1881.0,0,700.0,Masonry,6,523782.0,1000,Rural,28,False,False,30.26,33.48,120,317676.0,0.809,2.13,91.34,6.19,35,11.39,Adequate,3,Low,75,206106.0,True,Very High,7947.36,2,24221.09
TX,2006,2248.0,2,591.0,Masonry,1,466422.0,2000,Rural,3,False,False,7.43,0.85,26,423941.0,0.837,25.74,55.69,1.14,54,20.13,Adequate,5,Low,20,42481.0,False,Moderate,1854.75,0,0.0
LA,1973,2266.0,0,585.0,Frame,6,675497.0,1000,Suburban,19,False,True,21.41,16.23,120,358215.0,0.397,30.43,43.97,10.67,57,9.77,Poor,1,Moderate,53,317282.0,False,High,3244.65,1,3494.87
GA,2009,2425.0,0,721.0,Frame,3,621478.0,500,Rural,13,True,False,28.65,15.32,120,443021.0,0.331,17.8,41.4,1.28,94,20.99,Excellent,2,Low,17,178457.0,False,Moderate,1900.75,1,3446.71
TX,1980,2167.0,0,658.0,Fire Resistive,7,487372.0,1000,Suburban,17,False,False,14.56,18.99,120,453509.0,0.459,43.45,34.36,13.6,69,0.87,Adequate,5,Low,46,33863.0,False,High,3018.3,0,0.0
CO,1950,2591.0,0,683.0,Masonry,5,669753.0,2000,Urban,29,False,True,10.81,12.92,120,475341.0,1.024,17.2,22.32,2.39,34,17.83,Adequate,6,High,76,194412.0,False,Very High,10310.89,0,0.0
LA,2017,1987.0,1,498.0,Frame,10,339588.0,1000,Suburban,15,False,False,0.0,29.06,25,322188.0,0.204,24.76,55.07,3.33,99,15.19,Poor,1,High,9,17400.0,False,Moderate,1387.0,0,0.0
Other,2012,2296.0,0,499.0,Frame,1,383171.0,500,Suburban,16,True,False,5.81,4.32,120,388739.0,0.556,28.88,65.73,3.43,95,20.52,Poor,0,Low,14,0.0,False,Low,865.89,0,0.0
OK,1986,2773.0,1,669.0,Frame,10,792767.0,1000,Suburban,25,True,False,21.01,42.75,7,552812.0,1.888,38.81,62.25,4.09,93,9.48,Adequate,3,Moderate,40,239955.0,False,Very High,6434.18,2,14594.81
TX,1997,2099.0,0,739.0,Frame,10,416081.0,1000,Rural,18,False,False,23.8,2.23,120,352121.0,1.564,2.17,65.57,1.81,86,6.97,Poor,5,Low,29,63960.0,False,Moderate,2165.14,0,0.0
OK,2004,3075.0,0,684.0,Frame,4,507539.0,1000,Rural,6,False,True,0.0,1.83,120,589598.0,1.259,44.5,25.02,4.98,51,0.75,Adequate,3,Low,22,0.0,False,Moderate,1585.25,2,2490.86
FL,1958,1646.0,0,598.0,Frame,9,219361.0,1000,Rural,28,False,False,3.7,25.25,120,278282.0,0.879,36.3,61.7,3.29,50,17.62,Adequate,0,High,68,0.0,False,Moderate,1337.76,0,0.0
Other,1969,2282.0,0,783.0,Frame,6,366673.0,1000,Rural,30,False,False,28.78,3.46,120,380690.0,0.303,11.42,35.78,3.92,91,5.09,Adequate,0,Low,57,0.0,False,Moderate,1983.55,0,0.0
FL,1981,2503.0,1,741.0,Frame,2,493292.0,1000,Urban,28,False,False,0.0,5.32,30,427277.0,0.682,12.75,5.43,12.03,87,9.44,Adequate,0,Low,45,66015.0,False,Moderate,1430.55,0,0.0
LA,2001,2606.0,0,749.0,Masonry,9,611222.0,2000,Rural,18,True,False,14.61,8.03,120,553000.0,0.795,22.59,47.53,8.88,93,14.8,Adequate,0,High,25,58222.0,False,Moderate,1632.24,1,690.03
CA,1950,1943.0,0,700.0,Frame,10,534461.0,2000,Suburban,22,True,True,25.8,52.35,120,378899.0,1.448,32.45,91.74,4.15,30,9.57,Excellent,2,Low,76,155562.0,True,Very High,5475.54,1,7270.4
FL,1968,2978.0,0,600.0,Frame,7,859608.0,2000,Urban,7,False,False,15.26,23.0,120,731217.0,0.849,41.74,17.85,8.17,37,15.62,Excellent,0,Low,58,128391.0,False,High,3014.53,1,1475.39
GA,2020,1798.0,0,749.0,Fire Resistive,3,488526.0,1000,Rural,17,False,False,23.6,3.85,120,346687.0,0.702,51.97,52.44,8.43,100,16.31,Adequate,2,Moderate,6,141839.0,False,Low,1128.92,1,877.84
OK,1983,1348.0,0,666.0,Frame,7,246379.0,1000,Suburban,11,True,False,6.53,0.09,120,225474.0,0.712,12.49,61.64,9.72,51,0.84,Poor,3,High,43,20905.0,False,Low,833.61,0,0.0
NY,2017,2511.0,0,672.0,Frame,9,534290.0,2000,Urban,12,False,True,6.46,1.31,120,443541.0,1.189,22.64,68.77,4.66,97,0.63,Poor,2,Low,9,90749.0,False,Low,1132.05,0,0.0
Other,1981,1706.0,1,531.0,Masonry,3,314637.0,1000,Rural,15,False,False,14.67,0.01,9,247646.0,0.368,9.74,48.89,1.79,51,7.51,Adequate,2,Low,45,66991.0,False,Moderate,1369.71,0,0.0
WA,2013,3010.0,0,746.0,Frame,3,550803.0,2000,Suburban,2,False,True,30.31,2.07,120,488284.0,0.496,40.75,70.56,14.07,45,0.61,Adequate,2,Moderate,13,62519.0,False,Moderate,2012.13,1,1892.9
FL,1991,2024.0,1,773.0,Frame,8,360809.0,1000,Suburban,3,False,False,26.5,8.47,4,418538.0,0.887,22.92,40.28,6.11,38,14.05,Poor,0,Low,35,0.0,False,High,2857.38,0,0.0
CO,1991,3484.0,0,738.0,Frame,3,965727.0,1000,Suburban,16,False,False,9.82,1.28,120,651284.0,0.446,18.1,49.53,2.18,67,3.2,Poor,1,Low,35,314443.0,False,Moderate,2290.33,0,0.0
NY,1975,2106.0,0,718.0,Frame,9,368372.0,2000,Urban,26,False,False,22.56,19.31,120,351041.0,0.552,49.9,46.04,5.18,75,1.73,Adequate,2,Low,51,17331.0,False,High,2740.54,0,0.0
OK,2015,1384.0,0,712.0,Frame,3,380694.0,500,Suburban,6,False,False,20.14,5.03,120,321971.0,1.523,52.15,64.98,5.27,97,2.55,Excellent,1,Moderate,11,58723.0,False,Low,750.79,0,0.0
FL,1958,2217.0,0,672.0,Masonry,8,541717.0,2000,Urban,23,False,False,15.83,1.34,120,447254.0,0.28,20.89,82.1,12.85,43,0.73,Adequate,1,Low,68,94463.0,False,High,3452.95,0,0.0
TX,2011,1345.0,0,752.0,Frame,7,266856.0,1000,Rural,5,False,False,3.21,24.34,120,244605.0,0.822,35.57,48.74,8.36,83,11.75,Adequate,3,Low,15,22251.0,False,Low,760.03,0,0.0
GA,1976,3147.0,0,749.0,Frame,5,1053878.0,1000,Urban,28,True,False,0.12,6.49,120,646048.0,0.428,38.07,68.38,3.2,93,2.7,Adequate,3,Moderate,50,407830.0,False,High,2590.74,0,0.0
Other,1962,2023.0,0,779.0,Fire Resistive,3,620342.0,500,Urban,29,False,False,8.69,0.73,120,411533.0,0.569,16.15,43.95,3.12,86,10.01,Excellent,1,Low,64,208809.0,False,Moderate,1981.95,0,0.0
WA,1958,1829.0,0,728.0,Frame,2,299501.0,1000,Suburban,30,True,True,9.15,21.6,120,273097.0,0.423,8.08,60.14,6.04,71,11.42,Adequate,0,Low,68,26404.0,False,Moderate,1358.39,0,0.0
Other,2018,1925.0,1,778.0,Frame,4,317777.0,500,Suburban,9,False,False,26.09,3.81,17,319313.0,0.296,27.33,51.45,1.51,95,7.35,Adequate,1,Moderate,8,0.0,False,Moderate,1302.61,1,948.88
MA,2012,2795.0,0,700.0,Frame,4,716545.0,500,Suburban,2,True,True,21.28,0.12,120,451146.0,0.36,11.49,59.47,1.21,50,6.15,Adequate,2,Low,14,265399.0,True,Moderate,1689.07,2,915.6
MA,1986,2766.0,0,700.0,Masonry,9,718094.0,5000,Urban,30,False,False,9.09,0.41,120,539799.0,0.946,7.03,78.04,1.96,99,7.75,Adequate,2,Low,40,178295.0,True,Moderate,1581.89,1,1188.22
MA,1989,2784.0,1,700.0,Frame,2,622088.0,2000,Urban,17,False,False,7.72,15.91,27,567498.0,0.264,41.31,54.22,3.01,75,2.79,Adequate,0,High,37,54590.0,True,Moderate,1310.47,0,0.0
NY,2014,2586.0,1,622.0,Frame,8,603251.0,2000,Suburban,8,False,False,24.22,18.01,9,499544.0,1.297,35.51,55.81,1.7,91,8.28,Poor,0,Low,12,103707.0,False,High,2548.6,0,0.0
NY,1950,2482.0,0,777.0,Frame,7,600585.0,2000,Rural,30,False,False,8.51,28.53,120,438371.0,0.544,33.31,86.39,0.27,33,10.35,Adequate,0,Moderate,76,162214.0,False,High,3031.59,1,2824.76
TX,1986,2845.0,1,616.0,Masonry,1,528576.0,2000,Suburban,17,False,False,11.42,0.77,30,473518.0,0.051,20.19,65.86,1.38,54,1.34,Poor,5,Low,40,55058.0,False,High,2587.42,1,6193.34
OK,2022,3027.0,0,697.0,Frame,10,836217.0,2000,Suburban,1,False,True,20.16,11.79,120,490585.0,1.929,48.32,63.13,3.77,90,29.95,Poor,4,Low,4,345632.0,False,Moderate,2054.07,0,0.0
TX,2014,2618.0,0,685.0,Frame,10,611654.0,500,Rural,2,False,True,30.9,40.95,120,508295.0,0.329,26.01,89.19,0.63,65,11.95,Excellent,5,Low,12,103359.0,False,Very High,4565.1,1,3558.93
TX,1996,2858.0,0,667.0,Frame,8,491925.0,1000,Suburban,14,True,True,8.75,0.56,120,552465.0,1.144,7.38,49.02,5.65,67,21.23,Poor,6,High,30,0.0,False,High,3188.18,0,0.0
CO,1990,1745.0,0,728.0,Frame,3,243825.0,500,Suburban,22,False,False,7.25,5.18,120,202723.0,0.949,9.84,45.28,0.41,72,6.03,Adequate,1,Moderate,36,41102.0,False,Low,698.47,0,0.0
FL,1979,2037.0,1,791.0,Fire Resistive,7,448109.0,1000,Suburban,16,False,True,12.9,14.21,18,436895.0,0.319,42.28,49.15,28.0,66,7.54,Adequate,0,Low,47,11214.0,False,High,3848.37,0,0.0
TX,1972,1060.0,1,814.0,Frame,4,237081.0,2000,Urban,10,False,True,33.17,0.02,14,248475.0,0.236,9.39,53.21,0.33,45,4.86,Excellent,3,Low,54,0.0,False,High,2508.52,0,0.0
WA,1964,2272.0,0,590.0,Masonry,4,344020.0,1000,Suburban,29,True,False,26.71,66.58,120,345579.0,0.62,37.01,33.52,3.0,69,3.57,Adequate,0,Low,62,0.0,False,High,2837.37,0,0.0
GA,1975,1344.0,1,633.0,Frame,2,436447.0,1000,Urban,16,True,False,7.71,2.2,5,376908.0,0.05,13.6,49.82,15.21,81,12.97,Poor,1,High,51,59539.0,False,Moderate,2162.19,2,5112.57
TX,1956,1988.0,0,700.0,Frame,7,365158.0,5000,Suburban,26,True,True,18.0,3.33,120,451635.0,0.884,22.93,43.16,0.24,49,28.68,Adequate,1,Low,70,0.0,False,Moderate,2163.85,1,3393.67
CA,2015,2842.0,0,700.0,Masonry,6,624106.0,1000,Urban,1,False,False,30.82,57.01,120,578029.0,0.923,63.37,51.86,2.56,59,15.99,Poor,1,Low,11,46077.0,True,High,3100.97,3,6821.29
FL,1976,2588.0,1,828.0,Frame,3,607007.0,2000,Suburban,14,True,False,19.82,0.01,25,541694.0,0.61,18.66,33.02,13.91,51,1.58,Adequate,1,Low,50,65313.0,False,High,2777.45,0,0.0
MA,1979,2747.0,1,700.0,Frame,1,440468.0,500,Urban,22,True,False,27.29,0.17,2,467194.0,0.859,27.29,32.83,3.22,57,7.06,Adequate,3,Low,47,0.0,True,High,4290.99,0,0.0
WA,2022,2251.0,0,639.0,Masonry,5,457035.0,2000,Rural,2,False,True,3.56,27.74,120,346821.0,0.822,6.71,44.36,6.1,95,4.45,Poor,0,High,4,110214.0,False,Low,933.65,0,0.0
CA,1960,2107.0,1,700.0,Frame,10,649072.0,2000,Suburban,28,True,False,19.34,60.57,34,378339.0,0.717,21.66,62.23,1.53,70,12.6,Adequate,0,Low,66,270733.0,True,High,3274.6,2,4696.3
MA,1966,2785.0,1,700.0,Frame,9,687667.0,1000,Urban,20,True,False,10.05,19.09,9,494385.0,1.265,30.02,60.77,1.27,42,7.84,Excellent,0,Low,60,193282.0,True,Very High,4542.03,4,6186.23
CA,1986,2250.0,1,700.0,Fire Resistive,7,375481.0,1000,Suburban,18,False,False,16.17,62.87,5,303993.0,0.974,45.75,31.2,3.05,54,21.29,Poor,1,Low,40,71488.0,True,Moderate,2440.63,0,0.0
FL,1991,2809.0,0,726.0,Fire Resistive,4,544933.0,500,Rural,14,True,False,34.46,6.81,120,369107.0,1.03,20.93,43.76,2.98,45,8.46,Poor,1,Low,35,175826.0,False,High,2871.94,0,0.0
Other,1954,2473.0,0,707.0,Frame,7,526627.0,1000,Urban,27,False,True,30.07,17.63,120,436746.0,0.599,31.11,39.77,4.91,38,9.88,Poor,0,Moderate,72,89881.0,False,Very High,5352.2,0,0.0
TX,2000,2389.0,0,584.0,Frame,4,472719.0,1000,Urban,14,False,True,9.83,2.82,120,356417.0,0.499,46.29,60.92,4.1,74,12.18,Adequate,2,Low,26,116302.0,False,Moderate,1375.41,0,0.0
TX,2001,3318.0,0,850.0,Masonry,8,906373.0,1000,Suburban,3,False,False,34.25,12.89,120,534321.0,0.59,37.34,59.08,1.07,37,0.96,Poor,2,Low,25,372052.0,False,Very High,5336.51,1,3318.84
NY,1985,2012.0,1,588.0,Masonry,4,335743.0,1000,Urban,14,True,True,2.46,0.9,6,332554.0,0.445,22.4,48.7,1.25,54,24.01,Poor,0,Moderate,41,3189.0,False,Moderate,1486.03,0,0.0
OK,1957,2083.0,0,633.0,Frame,1,448362.0,2000,Suburban,23,True,False,7.39,2.26,120,404377.0,0.201,30.26,22.98,0.8,39,2.24,Poor,3,Low,69,43985.0,False,Moderate,1625.55,1,1107.72
Other,1988,2254.0,0,755.0,Frame,2,449728.0,5000,Suburban,12,True,False,2.92,25.84,120,349281.0,1.338,40.61,33.16,5.57,51,1.55,Adequate,0,Low,38,100447.0,False,Low,1067.83,1,994.31
Other,1988,3736.0,1,781.0,Frame,2,845632.0,1000,Suburban,27,False,False,0.0,1.94,26,664884.0,0.265,38.12,44.24,3.18,80,8.82,Excellent,1,Moderate,38,180748.0,False,Moderate,2313.99,3,3260.17
CA,2010,3000.0,1,700.0,Frame,7,646615.0,2000,Urban,10,False,False,7.72,8.18,2,540944.0,0.563,17.92,66.4,2.95,81,5.65,Adequate,3,Low,16,105671.0,True,High,2568.02,1,781.27
CA,1988,1184.0,0,700.0,Fire Resistive,6,214126.0,1000,Urban,2,True,False,17.61,13.52,120,245744.0,0.224,38.0,20.08,12.6,36,0.17,Excellent,0,Low,38,0.0,True,Low,1080.77,0,0.0
MA,1989,2529.0,0,700.0,Frame,3,402110.0,2000,Rural,16,True,False,13.59,14.65,120,475089.0,0.373,40.39,53.92,7.52,63,45.0,Poor,2,High,37,0.0,True,Moderate,1232.04,1,794.59
TX,1986,1647.0,0,475.0,Frame,3,314848.0,1000,Rural,17,False,False,27.46,0.82,120,256560.0,0.609,10.75,47.99,1.94,69,14.48,Adequate,5,Low,40,58288.0,False,Moderate,2203.04,0,0.0
GA,1957,1574.0,1,683.0,Frame,5,311732.0,500,Rural,27,False,False,15.18,25.62,18,425678.0,0.324,38.43,28.27,1.76,66,7.39,Adequate,0,Low,69,0.0,False,Moderate,1819.14,1,4471.16
LA,1951,1578.0,0,822.0,Masonry,6,278637.0,1000,Urban,26,True,False,30.67,16.76,120,292914.0,0.521,36.75,44.04,0.72,31,0.18,Adequate,0,Low,75,0.0,False,High,2698.74,1,1779.94
CA,1977,2897.0,0,700.0,Masonry,8,611098.0,1000,Urban,14,True,True,21.69,75.87,120,532957.0,0.211,50.46,57.87,7.71,41,7.04,Excellent,0,Low,49,78141.0,True,High,3723.46,0,0.0
WA,1998,1821.0,0,642.0,Frame,5,250306.0,2000,Suburban,21,True,False,21.17,5.25,120,282083.0,0.754,2.76,27.0,5.62,86,14.76,Poor,1,Low,28,0.0,False,Low,804.34,0,0.0
TX,2010,1535.0,1,671.0,Frame,1,199142.0,1000,Rural,9,False,False,12.21,0.23,36,237813.0,0.495,9.73,54.89,7.04,80,1.6,Excellent,3,Moderate,16,0.0,False,Low,690.74,0,0.0
NY,1959,1414.0,0,650.0,Frame,10,377109.0,1000,Suburban,17,True,True,17.14,12.46,120,277730.0,1.005,22.08,77.37,2.24,39,2.87,Excellent,2,Low,67,99379.0,False,Moderate,1950.84,2,3832.55
CO,1993,1319.0,1,667.0,Frame,1,271869.0,1000,Rural,7,False,True,27.1,11.79,23,210408.0,0.136,10.11,50.21,0.23,54,4.83,Poor,2,Low,33,61461.0,False,Moderate,1263.66,0,0.0
